"pred","obs","模型"
0.0195895998265805,0,"基础模型 (仅 X)"
0.119595719937,0,"基础模型 (仅 X)"
0.282790343766169,0,"基础模型 (仅 X)"
0.329648427469038,0,"基础模型 (仅 X)"
0.0433054259759752,0,"基础模型 (仅 X)"
0.0384053239543048,0,"基础模型 (仅 X)"
0.0178150783262606,0,"基础模型 (仅 X)"
0.0990695733515234,0,"基础模型 (仅 X)"
0.106386941319762,0,"基础模型 (仅 X)"
0.628541393844616,1,"基础模型 (仅 X)"
0.183345262954308,0,"基础模型 (仅 X)"
0.0520303190772356,0,"基础模型 (仅 X)"
0.511674541409975,0,"基础模型 (仅 X)"
0.045966801700267,0,"基础模型 (仅 X)"
0.0151637622873146,0,"基础模型 (仅 X)"
0.0381077645325445,0,"基础模型 (仅 X)"
0.332529972075647,0,"基础模型 (仅 X)"
0.0436206568894909,0,"基础模型 (仅 X)"
0.331382043418335,0,"基础模型 (仅 X)"
0.131190180257035,0,"基础模型 (仅 X)"
0.0415312361239435,1,"基础模型 (仅 X)"
0.0261591929998571,0,"基础模型 (仅 X)"
0.119170071976901,0,"基础模型 (仅 X)"
0.0916549549590717,0,"基础模型 (仅 X)"
0.302978046693592,1,"基础模型 (仅 X)"
0.0671301356656756,0,"基础模型 (仅 X)"
0.291445686606392,1,"基础模型 (仅 X)"
0.118871510570423,0,"基础模型 (仅 X)"
0.0615393335148658,0,"基础模型 (仅 X)"
0.325093585901442,1,"基础模型 (仅 X)"
0.300539497860881,0,"基础模型 (仅 X)"
0.137938701426582,0,"基础模型 (仅 X)"
0.182547109162838,0,"基础模型 (仅 X)"
0.136321950265766,0,"基础模型 (仅 X)"
0.0349917072509248,0,"基础模型 (仅 X)"
0.121413877677993,0,"基础模型 (仅 X)"
0.0234036119267745,0,"基础模型 (仅 X)"
0.0919122258845642,0,"基础模型 (仅 X)"
0.109616108644332,0,"基础模型 (仅 X)"
0.0240447920225868,0,"基础模型 (仅 X)"
0.0406428093406889,0,"基础模型 (仅 X)"
0.0937110669525249,0,"基础模型 (仅 X)"
0.0130202918682773,0,"基础模型 (仅 X)"
0.234067661376234,1,"基础模型 (仅 X)"
0.157842950266036,0,"基础模型 (仅 X)"
0.0642981786823386,0,"基础模型 (仅 X)"
0.0271896326873811,0,"基础模型 (仅 X)"
0.0815731343265144,0,"基础模型 (仅 X)"
0.508456402578226,1,"基础模型 (仅 X)"
0.377425400876674,0,"基础模型 (仅 X)"
0.232448026145777,1,"基础模型 (仅 X)"
0.0712525356643139,0,"基础模型 (仅 X)"
0.123276436801848,0,"基础模型 (仅 X)"
0.433583517269621,0,"基础模型 (仅 X)"
0.010370092737799,0,"基础模型 (仅 X)"
0.115363649246543,0,"基础模型 (仅 X)"
0.412047982121108,0,"基础模型 (仅 X)"
0.626162072474253,1,"基础模型 (仅 X)"
0.0261917332051659,0,"基础模型 (仅 X)"
0.0701529573702787,0,"基础模型 (仅 X)"
0.0272093162646582,0,"基础模型 (仅 X)"
0.238105512527905,0,"基础模型 (仅 X)"
0.0662764563241936,0,"基础模型 (仅 X)"
0.0143749742667541,0,"基础模型 (仅 X)"
0.401076832935438,0,"基础模型 (仅 X)"
0.0946313251434165,0,"基础模型 (仅 X)"
0.0838055706465437,0,"基础模型 (仅 X)"
0.0305775529730085,0,"基础模型 (仅 X)"
0.191883890741568,0,"基础模型 (仅 X)"
0.288790568816491,0,"基础模型 (仅 X)"
0.238242912941379,0,"基础模型 (仅 X)"
0.0882418309878924,0,"基础模型 (仅 X)"
0.123618181912738,0,"基础模型 (仅 X)"
0.0993228127029889,0,"基础模型 (仅 X)"
0.515774871634587,0,"基础模型 (仅 X)"
0.384342448963947,0,"基础模型 (仅 X)"
0.193381684349854,0,"基础模型 (仅 X)"
0.0402052881708787,0,"基础模型 (仅 X)"
0.210905242528667,0,"基础模型 (仅 X)"
0.0486040483849496,0,"基础模型 (仅 X)"
0.09574042264679,0,"基础模型 (仅 X)"
0.19449108950554,0,"基础模型 (仅 X)"
0.46777695075018,0,"基础模型 (仅 X)"
0.0495910037873751,0,"基础模型 (仅 X)"
0.0427471784550994,0,"基础模型 (仅 X)"
0.105075144448642,0,"基础模型 (仅 X)"
0.179002897837296,0,"基础模型 (仅 X)"
0.298512626712452,0,"基础模型 (仅 X)"
0.336928480585501,0,"基础模型 (仅 X)"
0.267577206237709,0,"基础模型 (仅 X)"
0.0317608242657061,0,"基础模型 (仅 X)"
0.0279799963590206,0,"基础模型 (仅 X)"
0.15677270156125,0,"基础模型 (仅 X)"
0.0369006266566143,0,"基础模型 (仅 X)"
0.0242781422568758,0,"基础模型 (仅 X)"
0.104180935305148,0,"基础模型 (仅 X)"
0.0339832521277833,0,"基础模型 (仅 X)"
0.38130635648737,0,"基础模型 (仅 X)"
0.429084421023836,1,"基础模型 (仅 X)"
0.0343608275485915,0,"基础模型 (仅 X)"
0.150297532583444,1,"基础模型 (仅 X)"
0.0415698054614005,0,"基础模型 (仅 X)"
0.0584829566114543,0,"基础模型 (仅 X)"
0.0800016599925294,0,"基础模型 (仅 X)"
0.0560636322979248,0,"基础模型 (仅 X)"
0.2632068643432,0,"基础模型 (仅 X)"
0.173947976133631,0,"基础模型 (仅 X)"
0.00988581464892203,0,"基础模型 (仅 X)"
0.0177500237371654,0,"基础模型 (仅 X)"
0.0256210848085668,0,"基础模型 (仅 X)"
0.522223855505391,0,"基础模型 (仅 X)"
0.0148377186598732,0,"基础模型 (仅 X)"
0.544739466757312,1,"基础模型 (仅 X)"
0.0378346422378867,0,"基础模型 (仅 X)"
0.212561711473781,0,"基础模型 (仅 X)"
0.118709974998256,1,"基础模型 (仅 X)"
0.016926541111375,0,"基础模型 (仅 X)"
0.0151163818045515,0,"基础模型 (仅 X)"
0.134565034060573,0,"基础模型 (仅 X)"
0.407758868145623,0,"基础模型 (仅 X)"
0.159689589142399,0,"基础模型 (仅 X)"
0.0603503103269906,0,"基础模型 (仅 X)"
0.0274105760229388,0,"基础模型 (仅 X)"
0.0520223811021774,0,"基础模型 (仅 X)"
0.13537254712172,0,"基础模型 (仅 X)"
0.130518482856052,0,"基础模型 (仅 X)"
0.235037344016266,0,"基础模型 (仅 X)"
0.46076903854079,1,"基础模型 (仅 X)"
0.0239951445313804,0,"基础模型 (仅 X)"
0.402894826058841,0,"基础模型 (仅 X)"
0.13822433615661,0,"基础模型 (仅 X)"
0.494875898305703,0,"基础模型 (仅 X)"
0.0857923095325432,0,"基础模型 (仅 X)"
0.246537248342194,1,"基础模型 (仅 X)"
0.266868562166089,0,"基础模型 (仅 X)"
0.0402304792195573,0,"基础模型 (仅 X)"
0.017855625785367,0,"基础模型 (仅 X)"
0.253537244863938,0,"基础模型 (仅 X)"
0.224547026888319,0,"基础模型 (仅 X)"
0.0187914917553715,0,"基础模型 (仅 X)"
0.0152790033836104,0,"基础模型 (仅 X)"
0.273504486806316,1,"基础模型 (仅 X)"
0.251911915924939,0,"基础模型 (仅 X)"
0.0208727592755422,0,"基础模型 (仅 X)"
0.0455508764290065,0,"基础模型 (仅 X)"
0.113007569334927,0,"基础模型 (仅 X)"
0.320067744605236,1,"基础模型 (仅 X)"
0.0664577175425282,0,"基础模型 (仅 X)"
0.0234864690869839,0,"基础模型 (仅 X)"
0.0498063561198262,0,"基础模型 (仅 X)"
0.186642573433511,1,"基础模型 (仅 X)"
0.465439389215989,1,"基础模型 (仅 X)"
0.38115240976823,1,"基础模型 (仅 X)"
0.500192668404751,1,"基础模型 (仅 X)"
0.193648577482781,0,"基础模型 (仅 X)"
0.189011430299669,0,"基础模型 (仅 X)"
0.022818956637757,0,"基础模型 (仅 X)"
0.127887459332122,0,"基础模型 (仅 X)"
0.118159983124843,0,"基础模型 (仅 X)"
0.128299677943058,0,"基础模型 (仅 X)"
0.134641053493828,0,"基础模型 (仅 X)"
0.0563960430099908,0,"基础模型 (仅 X)"
0.0284934888010235,0,"基础模型 (仅 X)"
0.0430333752676196,0,"基础模型 (仅 X)"
0.250672745628821,0,"基础模型 (仅 X)"
0.533276956488393,0,"基础模型 (仅 X)"
0.0917192119258466,0,"基础模型 (仅 X)"
0.0966006956108586,0,"基础模型 (仅 X)"
0.0655291340896484,0,"基础模型 (仅 X)"
0.0379666041716167,0,"基础模型 (仅 X)"
0.0727115788981246,0,"基础模型 (仅 X)"
0.287268658027486,0,"基础模型 (仅 X)"
0.32357183997401,1,"基础模型 (仅 X)"
0.0419526455095246,0,"基础模型 (仅 X)"
0.0215591816002217,0,"基础模型 (仅 X)"
0.0105576874336161,0,"基础模型 (仅 X)"
0.0717709024664377,0,"基础模型 (仅 X)"
0.0161313799532894,0,"基础模型 (仅 X)"
0.273295506903105,0,"基础模型 (仅 X)"
0.0432496861197552,0,"基础模型 (仅 X)"
0.240003862796943,1,"基础模型 (仅 X)"
0.139935799605636,1,"基础模型 (仅 X)"
0.03451032316212,0,"基础模型 (仅 X)"
0.068659773706654,0,"基础模型 (仅 X)"
0.102269313587365,0,"基础模型 (仅 X)"
0.18092014395951,0,"基础模型 (仅 X)"
0.0642294283951473,0,"基础模型 (仅 X)"
0.0432244261228201,0,"基础模型 (仅 X)"
0.0567111588685009,0,"基础模型 (仅 X)"
0.097104435837999,0,"基础模型 (仅 X)"
0.0275729425195856,0,"基础模型 (仅 X)"
0.0268018073024138,0,"基础模型 (仅 X)"
0.0845815602233589,0,"基础模型 (仅 X)"
0.323860504466011,0,"基础模型 (仅 X)"
0.0240319593921817,0,"基础模型 (仅 X)"
0.171899737375803,0,"基础模型 (仅 X)"
0.0294582862867969,0,"基础模型 (仅 X)"
0.339136936729763,0,"基础模型 (仅 X)"
0.0882525551550888,0,"基础模型 (仅 X)"
0.0622368901491646,0,"基础模型 (仅 X)"
0.0258264185095495,0,"基础模型 (仅 X)"
0.147443793822104,0,"基础模型 (仅 X)"
0.222805296933867,0,"基础模型 (仅 X)"
0.380942377209504,1,"基础模型 (仅 X)"
0.242396822033008,0,"基础模型 (仅 X)"
0.644951442696349,0,"基础模型 (仅 X)"
0.127525054567256,0,"基础模型 (仅 X)"
0.426183008291925,0,"基础模型 (仅 X)"
0.0682736808364639,0,"基础模型 (仅 X)"
0.0478663239979107,0,"基础模型 (仅 X)"
0.0989438078650221,0,"基础模型 (仅 X)"
0.0972700217686538,0,"基础模型 (仅 X)"
0.218437291235385,0,"基础模型 (仅 X)"
0.033599676319274,0,"基础模型 (仅 X)"
0.0577358979919112,0,"基础模型 (仅 X)"
0.0687908592875646,0,"基础模型 (仅 X)"
0.535957625367976,1,"基础模型 (仅 X)"
0.208633021521393,0,"基础模型 (仅 X)"
0.360659976130979,0,"基础模型 (仅 X)"
0.0192524525187254,0,"基础模型 (仅 X)"
0.0860325077411047,0,"基础模型 (仅 X)"
0.225633723805898,0,"基础模型 (仅 X)"
0.526013133469234,1,"基础模型 (仅 X)"
0.0141832483179557,0,"基础模型 (仅 X)"
0.0963964715109135,0,"基础模型 (仅 X)"
0.333694041218496,0,"基础模型 (仅 X)"
0.0926578453748764,0,"基础模型 (仅 X)"
0.485620938649186,0,"基础模型 (仅 X)"
0.111503884937831,0,"基础模型 (仅 X)"
0.118323756671976,0,"基础模型 (仅 X)"
0.30553488378658,1,"基础模型 (仅 X)"
0.0903817424466138,0,"基础模型 (仅 X)"
0.197706798447623,0,"基础模型 (仅 X)"
0.295012980144505,1,"基础模型 (仅 X)"
0.0609429019003677,0,"基础模型 (仅 X)"
0.15030565941175,0,"基础模型 (仅 X)"
0.309392681172084,1,"基础模型 (仅 X)"
0.126616919812564,0,"基础模型 (仅 X)"
0.41487683828277,0,"基础模型 (仅 X)"
0.0618914789559963,0,"基础模型 (仅 X)"
0.357340069846462,1,"基础模型 (仅 X)"
0.058470591625974,0,"基础模型 (仅 X)"
0.558720980701256,0,"基础模型 (仅 X)"
0.223131299552739,0,"基础模型 (仅 X)"
0.360926946061219,0,"基础模型 (仅 X)"
0.646208116595477,1,"基础模型 (仅 X)"
0.587346439698924,1,"基础模型 (仅 X)"
0.069476509624291,1,"基础模型 (仅 X)"
0.0772333704532881,0,"基础模型 (仅 X)"
0.296967126026482,0,"基础模型 (仅 X)"
0.300419975712969,1,"基础模型 (仅 X)"
0.0315276300023264,0,"基础模型 (仅 X)"
0.0835586956043991,0,"基础模型 (仅 X)"
0.0678332689979674,0,"基础模型 (仅 X)"
0.430619565702295,0,"基础模型 (仅 X)"
0.227842475094295,0,"基础模型 (仅 X)"
0.0750014764362139,0,"基础模型 (仅 X)"
0.0328697190440682,0,"基础模型 (仅 X)"
0.159677338369645,0,"基础模型 (仅 X)"
0.184144530387726,0,"基础模型 (仅 X)"
0.0634922664583246,0,"基础模型 (仅 X)"
0.0158924536395373,0,"基础模型 (仅 X)"
0.105865922508,0,"基础模型 (仅 X)"
0.0280002356409218,0,"基础模型 (仅 X)"
0.11029705856058,0,"基础模型 (仅 X)"
0.434407125320538,1,"基础模型 (仅 X)"
0.0277841776329324,0,"基础模型 (仅 X)"
0.472690597291679,1,"基础模型 (仅 X)"
0.28769112425767,0,"基础模型 (仅 X)"
0.12644636936809,0,"基础模型 (仅 X)"
0.048274895569706,0,"基础模型 (仅 X)"
0.0836533214421976,0,"基础模型 (仅 X)"
0.0308416797769345,0,"基础模型 (仅 X)"
0.0407847110129628,0,"基础模型 (仅 X)"
0.158067765851052,0,"基础模型 (仅 X)"
0.0622950546434797,0,"基础模型 (仅 X)"
0.246716076825685,1,"基础模型 (仅 X)"
0.158989600895095,0,"基础模型 (仅 X)"
0.0302894496925325,0,"基础模型 (仅 X)"
0.102703539833071,0,"基础模型 (仅 X)"
0.0839542410639168,1,"基础模型 (仅 X)"
0.0457235035512094,0,"基础模型 (仅 X)"
0.371204326507325,0,"基础模型 (仅 X)"
0.153450839717355,0,"基础模型 (仅 X)"
0.0904474714236739,0,"基础模型 (仅 X)"
0.424706755799734,0,"基础模型 (仅 X)"
0.276970241014903,0,"基础模型 (仅 X)"
0.397466708768253,0,"基础模型 (仅 X)"
0.102898870695373,0,"基础模型 (仅 X)"
0.440095785931554,1,"基础模型 (仅 X)"
0.020729458851256,0,"基础模型 (仅 X)"
0.0830582874555086,0,"基础模型 (仅 X)"
0.263591899126197,0,"基础模型 (仅 X)"
0.394730147056585,0,"基础模型 (仅 X)"
0.013322146676128,0,"基础模型 (仅 X)"
0.38169201548142,0,"基础模型 (仅 X)"
0.0465607296038326,0,"基础模型 (仅 X)"
0.0297356787363415,0,"基础模型 (仅 X)"
0.165880570845012,0,"基础模型 (仅 X)"
0.0736789325016339,0,"基础模型 (仅 X)"
0.367544476380953,0,"基础模型 (仅 X)"
0.0406242016174985,0,"基础模型 (仅 X)"
0.0543122702927633,0,"基础模型 (仅 X)"
0.0318727453509327,0,"基础模型 (仅 X)"
0.0204640277426775,0,"基础模型 (仅 X)"
0.202415684584196,0,"基础模型 (仅 X)"
0.227016420525543,1,"基础模型 (仅 X)"
0.0842205648184068,0,"基础模型 (仅 X)"
0.0720105217848839,0,"基础模型 (仅 X)"
0.0568715887993642,0,"基础模型 (仅 X)"
0.0370342093032666,0,"基础模型 (仅 X)"
0.144368143229138,0,"基础模型 (仅 X)"
0.0616901788567476,0,"基础模型 (仅 X)"
0.187464790265063,0,"基础模型 (仅 X)"
0.286952810081834,0,"基础模型 (仅 X)"
0.193646340646676,0,"基础模型 (仅 X)"
0.0799898146727223,0,"基础模型 (仅 X)"
0.0780748278269588,0,"基础模型 (仅 X)"
0.485172347539467,0,"基础模型 (仅 X)"
0.0773539196211103,0,"基础模型 (仅 X)"
0.240168949640666,1,"基础模型 (仅 X)"
0.0287053055921984,0,"基础模型 (仅 X)"
0.0174633420305038,0,"基础模型 (仅 X)"
0.155059579949747,0,"基础模型 (仅 X)"
0.0205343038125554,0,"基础模型 (仅 X)"
0.219866862202224,1,"基础模型 (仅 X)"
0.222327368239065,0,"基础模型 (仅 X)"
0.512757693376891,0,"基础模型 (仅 X)"
0.0755674176375131,0,"基础模型 (仅 X)"
0.141478442203592,0,"基础模型 (仅 X)"
0.0262896026737585,0,"基础模型 (仅 X)"
0.406702364691169,0,"基础模型 (仅 X)"
0.147917895362277,0,"基础模型 (仅 X)"
0.0272135767608908,0,"基础模型 (仅 X)"
0.0325092977459597,0,"基础模型 (仅 X)"
0.114761437218133,1,"基础模型 (仅 X)"
0.143141062459949,0,"基础模型 (仅 X)"
0.420043460068929,1,"基础模型 (仅 X)"
0.0529365325153404,1,"基础模型 (仅 X)"
0.214368285825448,0,"基础模型 (仅 X)"
0.0701694136451034,0,"基础模型 (仅 X)"
0.0258408803427689,0,"基础模型 (仅 X)"
0.0227189152230111,0,"基础模型 (仅 X)"
0.0354505329939522,0,"基础模型 (仅 X)"
0.0413874174822209,0,"基础模型 (仅 X)"
0.207334535669647,1,"基础模型 (仅 X)"
0.601902696997965,1,"基础模型 (仅 X)"
0.066004387355016,0,"基础模型 (仅 X)"
0.0397417697303403,0,"基础模型 (仅 X)"
0.474547698315303,0,"基础模型 (仅 X)"
0.128579034619681,0,"基础模型 (仅 X)"
0.466233641595938,0,"基础模型 (仅 X)"
0.076388287911947,0,"基础模型 (仅 X)"
0.0657260512930781,0,"基础模型 (仅 X)"
0.459516267003303,1,"基础模型 (仅 X)"
0.0245713005922204,0,"基础模型 (仅 X)"
0.455545127368187,0,"基础模型 (仅 X)"
0.0369924727628709,0,"基础模型 (仅 X)"
0.0518010949565481,0,"基础模型 (仅 X)"
0.102543294028786,0,"基础模型 (仅 X)"
0.0935010217119334,0,"基础模型 (仅 X)"
0.0193271614736216,0,"基础模型 (仅 X)"
0.375383760185422,0,"基础模型 (仅 X)"
0.219683712211663,0,"基础模型 (仅 X)"
0.062564406247694,0,"基础模型 (仅 X)"
0.0175234977121125,0,"基础模型 (仅 X)"
0.126035533536155,0,"基础模型 (仅 X)"
0.0881250921728916,0,"基础模型 (仅 X)"
0.242632854823756,0,"基础模型 (仅 X)"
0.0378809213634853,0,"基础模型 (仅 X)"
0.164228595880632,0,"基础模型 (仅 X)"
0.0790048004028986,0,"基础模型 (仅 X)"
0.0724161043341708,0,"基础模型 (仅 X)"
0.167913895229968,0,"基础模型 (仅 X)"
0.110752172606798,0,"基础模型 (仅 X)"
0.161313018400171,1,"基础模型 (仅 X)"
0.117384516043997,0,"基础模型 (仅 X)"
0.0599502086231802,0,"基础模型 (仅 X)"
0.220076016584218,0,"基础模型 (仅 X)"
0.582825579352828,0,"基础模型 (仅 X)"
0.0688830021141605,0,"基础模型 (仅 X)"
0.0307531083251111,0,"基础模型 (仅 X)"
0.0466548348850588,0,"基础模型 (仅 X)"
0.0868561624410143,1,"基础模型 (仅 X)"
0.0463528338358861,0,"基础模型 (仅 X)"
0.0147609139202751,0,"基础模型 (仅 X)"
0.568127442050757,1,"基础模型 (仅 X)"
0.527793230715007,1,"基础模型 (仅 X)"
0.200941976643665,0,"基础模型 (仅 X)"
0.0944063376038673,0,"基础模型 (仅 X)"
0.0873755058176167,0,"基础模型 (仅 X)"
0.0526611404479,0,"基础模型 (仅 X)"
0.0385969484771376,0,"基础模型 (仅 X)"
0.401835603686019,0,"基础模型 (仅 X)"
0.0949406490371479,0,"基础模型 (仅 X)"
0.0166177014683621,0,"基础模型 (仅 X)"
0.0169591338967964,0,"基础模型 (仅 X)"
0.0188199659649531,0,"基础模型 (仅 X)"
0.561696830808634,0,"基础模型 (仅 X)"
0.212403352769728,0,"基础模型 (仅 X)"
0.0663216200944461,1,"基础模型 (仅 X)"
0.0759426349582314,0,"基础模型 (仅 X)"
0.108755793131473,0,"基础模型 (仅 X)"
0.0896039741179942,0,"基础模型 (仅 X)"
0.0447759507121086,0,"基础模型 (仅 X)"
0.0576138821324038,0,"基础模型 (仅 X)"
0.361398112266044,0,"基础模型 (仅 X)"
0.260091270683948,1,"基础模型 (仅 X)"
0.276226190561768,0,"基础模型 (仅 X)"
0.0432778440432652,0,"基础模型 (仅 X)"
0.0316673390430189,0,"基础模型 (仅 X)"
0.434724322377239,0,"基础模型 (仅 X)"
0.22598170615315,0,"基础模型 (仅 X)"
0.100970014043288,1,"基础模型 (仅 X)"
0.0236588919318679,0,"基础模型 (仅 X)"
0.132994860826559,0,"基础模型 (仅 X)"
0.137126819833758,0,"基础模型 (仅 X)"
0.210520275386952,1,"基础模型 (仅 X)"
0.299628960905941,0,"基础模型 (仅 X)"
0.149062167077256,0,"基础模型 (仅 X)"
0.125538075623451,1,"基础模型 (仅 X)"
0.108131894908737,0,"基础模型 (仅 X)"
0.325353698084077,0,"基础模型 (仅 X)"
0.137193845995198,0,"基础模型 (仅 X)"
0.0170019822028613,0,"基础模型 (仅 X)"
0.0228899188074284,0,"基础模型 (仅 X)"
1.59202402991267e-05,0,"基础模型 (仅 X)"
0.110473366591929,0,"基础模型 (仅 X)"
0.0606785025703346,0,"基础模型 (仅 X)"
0.0143730859438761,0,"基础模型 (仅 X)"
0.0646633500566886,0,"基础模型 (仅 X)"
0.210163539354087,0,"基础模型 (仅 X)"
0.035270849813267,0,"基础模型 (仅 X)"
0.150225219240996,0,"基础模型 (仅 X)"
0.089845157722018,0,"基础模型 (仅 X)"
0.032106243101385,0,"基础模型 (仅 X)"
0.0930904130721622,1,"基础模型 (仅 X)"
0.0473200845225013,0,"基础模型 (仅 X)"
0.104444949115829,0,"基础模型 (仅 X)"
0.166588371135716,0,"基础模型 (仅 X)"
0.367544476380953,0,"基础模型 (仅 X)"
0.4780486563919,0,"基础模型 (仅 X)"
0.357605956853411,0,"基础模型 (仅 X)"
0.562679182178861,0,"基础模型 (仅 X)"
0.0204028066665095,0,"基础模型 (仅 X)"
0.0151868245829571,0,"基础模型 (仅 X)"
0.0499293161059134,0,"基础模型 (仅 X)"
0.0227360525708946,0,"基础模型 (仅 X)"
0.175271462929497,0,"基础模型 (仅 X)"
0.306495604425895,0,"基础模型 (仅 X)"
0.0378458588825128,0,"基础模型 (仅 X)"
0.3058147319987,0,"基础模型 (仅 X)"
0.164846658109146,0,"基础模型 (仅 X)"
0.089281177979536,0,"基础模型 (仅 X)"
0.0240447920225868,0,"基础模型 (仅 X)"
0.292540416557612,1,"基础模型 (仅 X)"
0.039541771840019,0,"基础模型 (仅 X)"
0.426694231084536,0,"基础模型 (仅 X)"
0.011711101595297,0,"基础模型 (仅 X)"
0.0557042858777789,0,"基础模型 (仅 X)"
0.238523080891064,0,"基础模型 (仅 X)"
0.0785644763181495,0,"基础模型 (仅 X)"
0.313366223621034,0,"基础模型 (仅 X)"
0.531038185787408,0,"基础模型 (仅 X)"
0.0205516655953128,0,"基础模型 (仅 X)"
0.140474464256923,0,"基础模型 (仅 X)"
0.0784163347915697,0,"基础模型 (仅 X)"
0.489569275732723,1,"基础模型 (仅 X)"
0.374417199080008,0,"基础模型 (仅 X)"
0.0884882234689371,0,"基础模型 (仅 X)"
0.371232093871577,0,"基础模型 (仅 X)"
0.0779799717654536,0,"基础模型 (仅 X)"
0.0391380384590991,0,"基础模型 (仅 X)"
0.0182175005057017,0,"基础模型 (仅 X)"
0.335895011656021,1,"基础模型 (仅 X)"
0.0449291906074808,0,"基础模型 (仅 X)"
0.61336069070521,0,"基础模型 (仅 X)"
0.142757802092628,1,"基础模型 (仅 X)"
0.0247110508345005,0,"基础模型 (仅 X)"
0.0892886016919396,0,"基础模型 (仅 X)"
0.224200613841979,0,"基础模型 (仅 X)"
0.223357462171082,0,"基础模型 (仅 X)"
0.319144874688949,1,"基础模型 (仅 X)"
0.125741440619454,0,"基础模型 (仅 X)"
0.215570675715677,0,"基础模型 (仅 X)"
0.0951609745115126,0,"基础模型 (仅 X)"
0.0931555731943883,0,"基础模型 (仅 X)"
0.133773831657772,0,"基础模型 (仅 X)"
0.0728228247379067,0,"基础模型 (仅 X)"
0.0634322087145018,0,"基础模型 (仅 X)"
0.440666237554506,1,"基础模型 (仅 X)"
0.0606860998849976,0,"基础模型 (仅 X)"
0.0265640902213477,0,"基础模型 (仅 X)"
0.416224303357276,1,"基础模型 (仅 X)"
0.145833371410047,0,"基础模型 (仅 X)"
0.115741473919152,0,"基础模型 (仅 X)"
0.3282406999512,0,"基础模型 (仅 X)"
0.154622615489413,0,"基础模型 (仅 X)"
0.399807351766306,1,"基础模型 (仅 X)"
0.0148861933698835,0,"基础模型 (仅 X)"
0.292559311969568,0,"基础模型 (仅 X)"
0.170749513783269,0,"基础模型 (仅 X)"
0.0477628504638212,0,"基础模型 (仅 X)"
0.0374165695381073,0,"基础模型 (仅 X)"
0.035017770502291,0,"基础模型 (仅 X)"
0.229142955737869,0,"基础模型 (仅 X)"
0.0374122851985886,0,"基础模型 (仅 X)"
0.0270279455854914,0,"基础模型 (仅 X)"
0.0697186171605868,0,"基础模型 (仅 X)"
0.291418163067531,0,"基础模型 (仅 X)"
0.266616074549651,1,"基础模型 (仅 X)"
0.342029104389394,0,"基础模型 (仅 X)"
0.374632523348546,1,"基础模型 (仅 X)"
0.0764625420030585,1,"基础模型 (仅 X)"
0.131762898489818,0,"基础模型 (仅 X)"
0.177329881482611,0,"基础模型 (仅 X)"
0.306606001121285,0,"基础模型 (仅 X)"
0.0436666439248612,0,"基础模型 (仅 X)"
0.264665956443961,0,"基础模型 (仅 X)"
0.0504065918360362,0,"基础模型 (仅 X)"
0.350229830924817,0,"基础模型 (仅 X)"
0.159286012395406,0,"基础模型 (仅 X)"
0.430554325190808,0,"基础模型 (仅 X)"
0.436074476670112,0,"基础模型 (仅 X)"
0.138825170602854,0,"基础模型 (仅 X)"
0.190710870487101,1,"基础模型 (仅 X)"
0.301204610966066,1,"基础模型 (仅 X)"
0.0521761633369398,0,"基础模型 (仅 X)"
0.0141097828042095,0,"基础模型 (仅 X)"
0.134819280097827,0,"基础模型 (仅 X)"
0.0406994560183951,0,"基础模型 (仅 X)"
0.0455496737521026,0,"基础模型 (仅 X)"
0.0520237453667518,1,"基础模型 (仅 X)"
0.259790591523903,0,"基础模型 (仅 X)"
0.199347393048217,1,"基础模型 (仅 X)"
0.230405700037778,0,"基础模型 (仅 X)"
0.414919270490041,1,"基础模型 (仅 X)"
0.302094331070963,1,"基础模型 (仅 X)"
0.136867930021385,0,"基础模型 (仅 X)"
0.39544250556952,1,"基础模型 (仅 X)"
0.46127452309922,1,"基础模型 (仅 X)"
0.290627883997214,0,"基础模型 (仅 X)"
0.0714295985417907,0,"基础模型 (仅 X)"
0.102553014724073,1,"基础模型 (仅 X)"
0.0592879787105945,0,"基础模型 (仅 X)"
0.360731543804337,0,"基础模型 (仅 X)"
0.302823993627318,1,"基础模型 (仅 X)"
0.579101340042134,1,"基础模型 (仅 X)"
0.232010070511188,1,"基础模型 (仅 X)"
0.206411509398232,0,"基础模型 (仅 X)"
0.218069817858134,0,"基础模型 (仅 X)"
0.447036271328837,1,"基础模型 (仅 X)"
0.0351835911870686,0,"基础模型 (仅 X)"
0.390416397845652,0,"基础模型 (仅 X)"
0.0745651699357879,0,"基础模型 (仅 X)"
0.280814243352879,1,"基础模型 (仅 X)"
0.209039776829765,0,"基础模型 (仅 X)"
0.0707436290564807,0,"基础模型 (仅 X)"
0.0828214377712172,0,"基础模型 (仅 X)"
0.0103780140315717,0,"基础模型 (仅 X)"
0.0228893000977297,0,"基础模型 (仅 X)"
0.0219963982717677,0,"基础模型 (仅 X)"
0.0376824779736032,0,"基础模型 (仅 X)"
0.0276215073843076,0,"基础模型 (仅 X)"
0.127027228118268,0,"基础模型 (仅 X)"
0.20387131811626,0,"基础模型 (仅 X)"
0.0205632361103238,0,"基础模型 (仅 X)"
0.0731721372363915,0,"基础模型 (仅 X)"
0.0737915405780602,0,"基础模型 (仅 X)"
0.0913267001702368,0,"基础模型 (仅 X)"
0.348249874226739,0,"基础模型 (仅 X)"
0.544854409998679,1,"基础模型 (仅 X)"
